trade_date,open,high,low,close,volume,openinterest
2020-04-16,14.5261,15.9217,14.2706,15.5384,645610.0,0
2020-04-17,15.5286,15.7743,14.7227,14.8898,592353.32,0
2020-04-20,14.8504,15.106,14.6342,14.9585,275849.37,0
2020-04-21,14.7915,14.8013,14.1231,14.418,354456.85,0
2020-04-22,14.1723,14.821,14.1625,14.5851,275934.37,0
2020-04-23,14.5752,14.5851,14.2018,14.2116,210793.2,0
2020-04-24,14.1625,14.4475,13.9757,14.015,210693.0,0
2020-04-27,14.2116,14.8898,14.1428,14.5851,340957.29,0
2020-04-28,14.4377,14.5556,13.3271,13.7104,356735.44,0
2020-04-29,13.6514,13.9069,13.4253,13.5335,160190.67,0
2020-04-30,13.6121,13.9266,13.5335,13.848,206393.9,0
2020-05-06,13.5826,14.133,13.5531,14.0642,215998.88,0
2020-05-07,14.0544,14.3197,13.8971,14.015,230410.57,0
2020-05-08,14.074,14.2804,13.9561,14.1035,184715.95,0
2020-05-11,14.1231,14.8406,14.1231,14.8406,356462.96,0
2020-05-12,14.7423,14.8406,14.3885,14.6637,250714.44,0
2020-05-13,14.7227,15.2043,14.5065,14.8013,292335.83,0
2020-05-14,14.7227,14.7915,14.4475,14.4573,194560.74,0
2020-05-15,14.5458,14.6146,14.1723,14.1919,189428.57,0
2020-05-18,14.2116,14.4377,13.9069,14.2607,176114.75,0
2020-05-19,14.3492,14.4475,14.0642,14.2509,146208.48,0
2020-05-20,14.4082,14.6932,14.3001,14.5458,293139.86,0
2020-05-21,14.9389,14.9389,13.9069,13.9462,262081.67,0
2020-05-22,13.7693,13.8381,12.875,12.9831,310100.69,0
2020-05-25,12.9831,12.9831,12.5605,12.6981,150535.13,0
2020-05-26,12.7669,13.1796,12.7669,13.1698,157854.15,0
2020-05-27,13.101,13.386,12.816,12.8848,155306.91,0
2020-05-28,12.816,12.9339,12.4425,12.6096,152358.97,0
2020-05-29,12.5408,12.6882,12.4818,12.5408,94130.9,0
2020-06-01,12.6784,13.0224,12.6489,12.9438,149024.95,0
2020-06-02,13.0715,13.0715,12.9241,13.0126,108568.35,0
2020-06-03,13.042,13.3467,12.9536,13.1502,147960.95,0
2020-06-04,13.16,13.2288,12.9438,12.9732,94798.33,0
2020-06-05,12.9536,13.042,12.6882,12.8357,111615.48,0
2020-06-08,12.9045,13.0519,12.7767,13.0519,106404.93,0
2020-06-09,13.0715,13.1207,12.875,13.1207,103147.71,0
2020-06-10,13.1108,13.1108,12.875,13.0126,106181.91,0
2020-06-11,13.0322,13.16,12.8848,12.9536,101751.85,0
2020-06-12,12.6489,13.042,12.5801,12.9045,114192.23,0
2020-06-15,12.7374,13.0027,12.7374,12.9339,116047.53,0
2020-06-16,12.9929,13.5236,12.9929,13.219,171094.78,0
2020-06-17,13.0912,13.1796,12.875,13.0126,114518.14,0
2020-06-18,12.9732,13.3074,12.875,13.219,127589.69,0
2020-06-19,13.2778,13.3568,13.0804,13.2087,106155.55,0
2020-06-22,13.2087,13.2975,13.0211,13.0606,123253.88,0
2020-06-23,13.0606,13.1495,12.9224,12.9323,112371.96,0
2020-06-24,12.9323,13.0113,12.8533,12.9027,77557.37,0
2020-06-29,12.9224,13.0014,12.8632,12.9323,94549.05,0
2020-06-30,13.0211,13.0705,12.9619,13.031,109617.03,0
2020-07-01,13.0705,13.0705,12.8829,13.0409,118069.85,0
2020-07-02,13.0409,13.416,12.952,13.3864,261666.17,0
2020-07-03,13.5838,13.5838,13.2383,13.4061,188979.71,0
2020-07-06,13.4752,14.0577,13.4654,13.9886,270170.0,0
2020-07-07,15.0942,15.2423,14.4032,14.492,466538.88,0
2020-07-08,14.5809,14.9955,14.5612,14.9264,308758.09,0
2020-07-09,14.9067,15.1831,14.7981,15.0548,316944.88,0
2020-07-10,14.9462,15.341,14.8277,15.1041,307046.04,0
2020-07-13,15.1633,15.6372,15.1535,15.4496,334870.82,0
2020-07-14,15.4003,15.7951,15.035,15.4595,346360.47,0
2020-07-15,15.6076,15.6668,14.8573,15.035,265192.19,0
2020-07-16,15.0548,15.2818,14.1465,14.4131,251690.4,0
2020-07-17,14.3736,14.5908,14.1564,14.2749,174319.07,0
2020-07-20,14.4032,14.956,14.3835,14.956,186104.38,0
2020-07-21,15.0251,15.6175,14.9165,15.1436,281204.22,0
2020-07-22,15.3016,15.6964,15.0548,15.5187,316786.03,0
2020-07-23,15.3904,15.4398,14.6895,15.1831,264602.34,0
2020-07-24,15.2028,15.9432,14.6105,14.6105,424037.28,0
2020-07-27,14.9264,15.1831,14.3341,14.5118,232415.1,0
2020-07-28,14.6105,14.6599,14.1761,14.3637,184977.77,0
2020-07-29,14.3637,15.4496,14.186,15.3707,308745.07,0
2020-07-30,15.5681,16.2196,15.4003,15.9235,487819.42,0
2020-07-31,15.9235,16.0716,15.5286,15.8445,330517.34,0
2020-08-03,15.9926,16.1703,15.7162,16.0814,335083.04,0
2020-08-04,16.1407,16.1999,15.499,15.578,282348.12,0
2020-08-05,15.499,15.9136,15.3904,15.8445,227464.48,0
2020-08-06,15.8445,16.1407,15.4792,15.8544,243976.93,0
2020-08-07,15.7063,15.7754,14.9165,15.1041,262079.03,0
2020-08-10,15.1239,16.0419,14.9462,15.9235,275619.36,0
2020-08-11,15.9136,16.3381,15.5089,15.6273,398776.21,0
2020-08-12,15.4101,15.726,14.729,14.956,363790.47,0
2020-08-13,15.2028,16.4566,15.1041,16.4566,430920.92,0
2020-08-14,16.8811,16.8811,16.19,16.5158,601194.25,0
2020-08-17,16.6047,17.0982,16.2394,17.0489,515017.48,0
2020-08-18,16.9304,16.9699,16.5454,16.6738,324793.12,0
2020-08-19,16.7132,16.8021,16.1802,16.2986,271945.46,0
2020-08-20,16.1407,16.4467,15.8741,15.9432,214398.6,0
2020-08-21,16.2098,16.5355,15.9531,16.2098,216785.21,0
2020-08-24,16.2295,16.3184,15.8544,16.2098,143839.69,0
2020-08-25,16.2098,16.5355,15.8939,15.9926,170049.39,0
2020-08-26,15.8939,16.1802,15.5483,15.6767,191952.02,0
2020-08-27,15.6273,15.8346,15.3904,15.7951,129503.21,0
2020-08-28,15.7063,15.7557,15.1831,15.6569,185922.51,0
2020-08-31,15.6668,15.9334,15.4891,15.5187,157667.63,0
2020-09-01,15.5977,15.8149,15.4299,15.6471,126435.81,0
2020-09-02,15.6471,15.7754,15.1633,15.3509,162085.6,0
2020-09-03,15.3509,15.4398,14.9856,15.0844,141777.15,0
2020-09-04,14.8573,15.0844,14.7388,15.0153,94408.49,0
2020-09-07,14.9363,15.1831,14.4624,14.5118,168367.59,0
2020-09-08,14.571,14.6895,14.3341,14.6303,106051.36,0
2020-09-09,14.492,14.5612,14.0182,14.0379,143342.83,0
2020-09-10,14.1761,14.2452,13.7023,13.7615,114088.68,0
2020-09-11,13.722,14.0873,13.6825,14.0281,84873.44,0
2020-09-14,14.0676,14.2058,13.8701,14.0182,95298.35,0
2020-09-15,14.0083,14.2058,13.9491,14.0577,73969.44,0
2020-09-16,14.0577,14.0676,13.8504,13.9392,70783.97,0
2020-09-17,13.9491,14.2551,13.8602,14.1367,100403.13,0
2020-09-18,14.107,14.3637,14.0774,14.3045,112801.03,0
2020-09-21,14.3538,14.492,14.2058,14.265,99135.61,0
2020-09-22,14.1268,14.1761,13.7714,13.8208,106954.86,0
2020-09-23,13.8208,14.0083,13.8208,13.8997,66550.72,0
2020-09-24,13.7813,13.7911,13.3469,13.3765,123027.38,0
2020-09-25,13.5246,13.6628,13.3765,13.5641,80090.71,0
2020-09-28,13.5641,13.6727,13.3469,13.4357,58047.88,0
2020-09-29,13.5246,13.7418,13.4456,13.7023,74299.18,0
2020-09-30,13.6825,13.7714,13.4752,13.6036,65858.42,0
2020-10-09,13.7911,14.2946,13.7911,14.2946,127043.1,0
2020-10-12,14.4131,14.956,14.3637,14.9462,231696.45,0
2020-10-13,15.0054,15.0548,14.5118,14.7388,192648.96,0
2020-10-14,14.65,14.956,14.571,14.8178,143560.76,0
2020-10-15,14.8178,14.956,14.6105,14.65,107574.66,0
2020-10-16,14.5118,14.6895,14.3637,14.5315,89594.11,0
2020-10-19,14.571,14.7586,14.4229,14.5414,101381.13,0
2020-10-20,14.5513,14.6204,14.3736,14.6105,72875.11,0
2020-10-21,14.6204,14.6204,14.0577,14.1367,114258.38,0
2020-10-22,14.1367,14.1367,13.8701,13.959,75106.46,0
2020-10-23,13.9392,14.1663,13.8208,13.8405,54817.34,0
2020-10-26,13.8208,14.265,13.6727,14.1959,84243.73,0
2020-10-27,14.1465,14.265,13.8701,14.0972,70576.19,0
2020-10-28,14.0873,14.2551,13.8602,14.186,66953.43,0
2020-10-29,13.9985,14.5513,13.9491,14.3538,129826.06,0
2020-10-30,14.3538,14.3538,13.8504,13.9096,122913.09,0
2020-11-02,13.8306,14.6105,13.7319,14.571,205389.0,0
2020-11-03,14.6895,14.7586,14.3242,14.5612,163950.92,0
2020-11-04,14.571,14.6401,14.4131,14.492,102192.64,0
2020-11-05,14.6796,14.8869,14.5612,14.8869,203198.52,0
2020-11-06,14.8771,15.1535,14.6697,14.7685,168385.48,0
2020-11-09,14.956,15.2522,14.9165,15.035,190477.8,0
2020-11-10,15.035,15.035,14.5118,14.571,180869.7,0
2020-11-11,14.5217,14.6303,14.1169,14.1465,130669.88,0
2020-11-12,14.186,14.3144,14.1268,14.2452,65392.81,0
2020-11-13,14.2058,14.2255,14.0281,14.1465,75195.31,0
2020-11-16,14.2946,15.0942,14.1959,15.0942,246634.13,0
2020-11-17,14.9758,15.3707,14.9067,15.3016,303090.19,0
2020-11-18,15.3114,15.6471,15.1535,15.578,301818.78,0
2020-11-19,15.5681,15.7458,15.4101,15.5089,185921.57,0
2020-11-20,15.5385,15.9926,15.5187,15.7063,219311.63,0
2020-11-23,15.8939,16.9403,15.8939,16.7725,393034.02,0
2020-11-24,16.9798,17.5425,16.8909,17.1772,383375.72,0
2020-11-25,17.4734,17.8683,17.0291,17.0785,297612.92,0
2020-11-26,17.2463,17.3549,16.7725,17.0094,218203.55,0
2020-11-27,17.1674,17.4635,16.9008,17.4635,232779.62,0
2020-11-30,17.5721,17.6511,16.5355,16.5454,354355.1,0
2020-12-01,16.6343,16.6836,16.3776,16.5454,229949.43,0
2020-12-02,16.4862,16.4862,16.0814,16.3282,224885.47,0
2020-12-03,16.4072,16.4368,15.8939,16.0123,160643.97,0
2020-12-04,15.9728,16.1505,15.8346,16.0025,149019.05,0
2020-12-07,16.0025,16.0518,15.5089,15.5681,185176.64,0
2020-12-08,15.6076,15.8741,15.5286,15.5582,129570.54,0
2020-12-09,15.5977,15.7162,15.0844,15.1041,136933.51,0
2020-12-10,15.2423,15.4595,15.0844,15.2719,126129.41,0
2020-12-11,15.2818,15.3312,14.6796,14.7783,165094.09,0
2020-12-14,14.8672,14.9955,14.6401,14.8672,132730.55,0
2020-12-15,14.8573,14.9462,14.6599,14.8869,143392.01,0
2020-12-16,14.8869,15.193,14.7586,14.9955,218161.83,0
2020-12-17,15.0054,15.1337,14.3637,15.0548,217130.6,0
2020-12-18,15.035,15.4496,14.9659,15.2621,194839.17,0
2020-12-21,15.3509,15.5385,15.2324,15.4101,184365.17,0
2020-12-22,15.3608,16.0321,15.1831,15.2818,292693.92,0
2020-12-23,15.2028,15.8544,15.1239,15.6866,232452.2,0
2020-12-24,16.4862,16.5652,15.4003,15.9037,350226.93,0
2020-12-25,15.9136,16.3381,15.4003,16.1308,276345.1,0
2020-12-28,16.1308,16.4072,15.5089,15.6175,283264.12,0
2020-12-29,15.4595,15.4694,14.3637,14.4131,330568.97,0
2020-12-30,14.265,14.5414,14.0478,14.2551,175680.35,0
2020-12-31,14.2946,14.4427,14.0281,14.2749,200862.49,0
2021-01-04,14.3242,14.7092,14.2452,14.4822,257335.45,0
2021-01-05,14.4131,14.4723,14.1268,14.4723,213481.5,0
2021-01-06,14.4131,14.4624,14.1663,14.3736,152627.35,0
2021-01-07,14.2946,14.6697,14.2156,14.4723,172883.94,0
2021-01-08,14.3144,14.4131,14.1268,14.2847,124368.49,0
2021-01-11,14.2749,14.2847,13.4851,13.574,269254.03,0
2021-01-12,13.4851,13.7023,13.4654,13.574,123634.75,0
2021-01-13,13.574,14.1169,13.1297,13.9096,217416.48,0
2021-01-14,13.8208,13.9096,13.574,13.6529,109971.5,0
2021-01-15,13.6529,13.9886,13.495,13.9787,123681.77,0
2021-01-18,14.0676,14.9955,13.9787,14.5414,317363.4,0
2021-01-19,14.5414,14.6599,14.3341,14.6105,137943.16,0
2021-01-20,14.6105,14.6599,14.3242,14.3637,103151.09,0
2021-01-21,14.3637,14.5809,14.1564,14.3341,161218.16,0
2021-01-22,14.3538,14.5019,14.1367,14.3341,145192.74,0
2021-01-25,14.4427,14.4427,13.4654,13.495,237438.63,0
2021-01-26,13.6727,14.0478,13.5937,13.6332,145292.13,0
2021-01-27,13.4851,13.7714,13.4456,13.7714,103263.88,0
2021-01-28,13.6233,13.7418,13.3568,13.3568,94301.83,0
2021-01-29,13.4259,13.5147,12.8237,12.8928,113028.73,0
2021-02-01,12.9125,13.2284,12.9027,13.2087,72749.97,0
2021-02-02,13.1396,13.4259,12.9816,13.2482,75195.71,0
2021-02-03,13.3666,13.3666,12.9422,13.0211,86006.79,0
2021-02-04,13.2877,13.7813,13.2778,13.6727,181787.88,0
2021-02-05,13.5641,13.7023,13.3963,13.5246,115358.2,0
2021-02-08,13.5049,13.8899,13.4851,13.722,145900.5,0
2021-02-09,13.6727,13.8899,13.4456,13.8109,122189.66,0
2021-02-10,13.7813,13.8602,13.6233,13.7023,105131.42,0
2021-02-18,13.9195,13.9886,13.7418,13.801,107278.37,0
2021-02-19,13.7714,14.3242,13.5641,14.2749,146503.69,0
2021-02-22,14.2749,14.4624,14.0676,14.0676,169273.52,0
2021-02-23,13.9787,14.1761,13.7714,13.8208,98540.47,0
2021-02-24,13.8208,14.0676,13.722,13.8504,99789.94,0
2021-02-25,13.9096,13.9688,13.4061,13.4357,125422.94,0
2021-02-26,13.2679,13.4061,13.2186,13.2877,72217.35,0
2021-03-01,13.3469,13.6036,13.2284,13.6036,78632.76,0
2021-03-02,13.722,14.9659,13.7122,14.9659,595730.43,0
2021-03-03,14.808,15.5483,14.7092,15.4299,607781.35,0
2021-03-04,15.0844,15.2324,14.7981,15.0449,345181.63,0
2021-03-05,14.8573,15.0844,14.6105,14.9363,314027.19,0
2021-03-08,14.9363,15.2423,14.8277,15.0251,394413.58,0
2021-03-09,14.6994,14.8376,13.6036,14.0083,340629.79,0
2021-03-10,14.0083,14.1761,13.5147,13.6431,191425.74,0
2021-03-11,13.6628,13.9787,13.5542,13.9293,136630.12,0
2021-03-12,13.9392,14.571,13.6332,14.4131,246102.29,0
2021-03-15,14.2749,14.8178,14.1268,14.4624,200723.91,0
2021-03-16,14.4526,15.4792,14.3242,15.1633,475872.07,0
2021-03-17,15.0844,15.0844,14.6994,14.9462,289190.45,0
2021-03-18,14.8277,15.2917,14.7981,14.9758,311472.93,0
2021-03-19,14.5908,15.6471,14.5414,15.2621,382613.68,0
2021-03-22,15.3509,15.9926,15.1732,15.9432,407876.59,0
2021-03-23,15.805,15.805,15.1633,15.4299,320248.56,0
2021-03-24,15.2028,15.6668,15.0745,15.2127,259284.7,0
2021-03-25,15.193,15.4694,14.571,15.035,264264.39,0
2021-03-26,15.0548,15.884,15.0054,15.7754,364899.24,0
2021-03-29,15.7853,16.1209,15.4595,15.6569,298165.35,0
2021-03-30,15.5385,15.5385,15.0054,15.3509,253614.69,0
2021-03-31,15.1535,15.578,15.0844,15.2028,163816.03,0
2021-04-01,15.2127,15.4398,14.8277,15.0054,207141.0,0
2021-04-02,15.0054,15.0548,14.7388,14.7783,164522.96,0
2021-04-06,14.7882,15.0548,14.6796,14.956,132707.04,0
2021-04-07,14.8277,14.9264,14.5315,14.729,164378.11,0
2021-04-08,14.7191,14.729,14.3835,14.4427,164923.9,0
2021-04-09,14.4032,14.5908,14.3242,14.5612,119970.24,0
2021-04-12,14.5612,14.8474,14.3933,14.571,165888.2,0
2021-04-13,14.5908,14.9363,14.571,14.8277,189017.53,0
2021-04-14,14.7882,14.8869,14.6105,14.8573,121537.88,0
2021-04-15,14.7981,14.808,13.6924,13.7122,323871.45,0
2021-04-16,13.801,13.8602,13.6036,13.8602,137907.16,0
2021-04-19,13.7714,13.9688,13.6924,13.8997,135521.18,0
2021-04-20,13.88,13.88,13.6233,13.6529,160294.11,0
2021-04-21,13.6134,13.801,13.3568,13.7911,134823.69,0
2021-04-22,13.7714,13.88,13.5345,13.5542,112044.97,0
2021-04-23,13.6727,13.801,13.574,13.722,112273.51,0
2021-04-26,13.7023,13.7023,13.4851,13.5246,119588.28,0
2021-04-27,13.574,13.6036,13.3272,13.4555,82091.95,0
2021-04-28,13.4555,13.5542,13.337,13.5345,73259.91,0
2021-04-29,13.5542,13.6431,13.5049,13.5937,74059.94,0
2021-04-30,13.6233,13.6233,13.2581,13.3568,90556.71,0
2021-05-06,13.2877,13.5049,13.2877,13.3864,53351.96,0
2021-05-07,13.4259,13.4555,13.031,13.0902,118557.8,0
2021-05-10,13.0902,13.1791,12.8928,13.0113,80637.77,0
2021-05-11,12.9422,13.0804,12.8138,13.0507,89614.26,0
2021-05-12,12.9718,13.0113,12.8336,12.9619,100270.0,0
2021-05-13,12.8632,13.0804,12.8336,12.9718,89595.46,0
2021-05-14,12.9718,13.11,12.8829,13.11,116653.74,0
2021-05-17,13.1297,13.1593,12.9224,12.952,138174.59,0
2021-05-18,12.9323,13.1001,12.8632,13.031,83933.93,0
2021-05-19,12.9816,13.1198,12.9816,13.0409,77848.84,0
2021-05-20,13.1198,13.5838,13.11,13.5838,237037.66,0
2021-05-21,13.8504,14.1761,13.4555,13.5345,294979.9,0
2021-05-24,13.3765,13.574,13.337,13.4259,141162.5,0
2021-05-25,13.3963,13.495,13.2383,13.4654,136443.52,0
2021-05-26,13.4851,13.5838,13.4357,13.4456,116928.92,0
2021-05-27,13.416,13.4259,13.2877,13.3765,128812.17,0
2021-05-28,13.416,13.5542,13.2581,13.2975,136146.64,0
2021-05-31,13.3074,13.416,13.0902,13.3568,124360.24,0
2021-06-01,13.3666,13.3666,13.031,13.0902,186706.03,0
2021-06-02,13.0902,13.1593,12.9915,13.0211,112556.8,0
2021-06-03,13.0113,13.031,12.873,12.8829,155999.85,0
2021-06-04,12.873,12.9915,12.8434,12.952,84936.74,0
2021-06-07,13.0409,13.0804,12.9323,12.9816,99124.4,0
2021-06-08,12.9915,13.1791,12.9915,13.1791,160847.41,0
2021-06-09,13.1593,13.1889,12.9816,13.0211,113348.74,0
2021-06-10,13.0211,13.0705,12.9619,12.9816,100958.71,0
2021-06-11,12.9816,13.0014,12.6164,12.646,214598.35,0
2021-06-15,12.6954,12.6954,12.4091,12.4288,98164.59,0
2021-06-16,12.4496,12.5093,12.3103,12.3302,77088.61,0
2021-06-17,12.3302,12.4795,12.3203,12.4297,52757.35,0
2021-06-18,12.4098,12.4198,12.2506,12.3999,82188.03,0
2021-06-21,12.3999,12.579,12.3501,12.5492,73508.38,0
2021-06-22,12.5591,12.6586,12.4894,12.5292,64815.13,0
2021-06-23,12.5292,12.5591,12.3899,12.4596,72107.27,0
2021-06-24,12.4894,12.9373,12.4496,12.8875,197864.95,0
2021-06-25,12.9174,12.9174,12.6885,12.7979,115723.58,0
2021-06-28,12.7979,12.9373,12.7084,12.7183,79236.57,0
2021-06-29,12.6885,12.8178,12.5691,12.6487,77298.16,0
2021-06-30,12.6686,12.6686,12.4994,12.5989,73205.82,0
2021-07-01,12.6089,12.6885,12.3501,12.3601,76179.91,0
2021-07-02,12.3601,12.589,12.3103,12.4695,75168.32,0
2021-07-05,12.5392,12.6984,12.4496,12.5591,96063.9,0
2021-07-06,12.5193,12.5292,12.2606,12.3501,117022.04,0
2021-07-07,12.2705,12.4695,12.2705,12.4397,68611.06,0
2021-07-08,12.4397,12.6089,12.3302,12.3402,97536.19,0
2021-07-09,12.2904,12.5392,12.2506,12.5093,94185.21,0
2021-07-12,12.6387,12.6885,12.5093,12.6188,107112.11,0
2021-07-13,12.6288,12.9771,12.589,12.8577,178749.13,0
2021-07-14,12.8278,12.987,12.6785,12.7283,145733.6,0
2021-07-15,12.6586,12.997,12.6487,12.7979,165888.08,0
2021-07-16,12.7681,13.0666,12.6586,13.0069,204925.83,0
2021-07-19,13.0666,13.196,12.8975,13.0666,175892.93,0
2021-07-20,12.9373,12.9771,12.788,12.8776,114817.77,0
2021-07-21,12.8378,12.9174,12.5989,12.6089,176512.74,0
2021-07-22,12.5492,12.8178,12.3899,12.7581,164188.33,0
2021-07-23,12.6885,13.4747,12.6089,13.3552,454644.49,0
2021-07-26,13.405,14.4897,13.1463,14.1315,706016.33,0
2021-07-27,13.8827,13.9125,13.3552,13.3751,420767.81,0
2021-07-28,13.4846,13.9026,13.4647,13.6239,410638.54,0
2021-07-29,13.823,13.9125,13.3055,13.8429,386616.67,0
2021-07-30,13.7931,14.2808,13.7434,14.1713,452749.45,0
2021-08-02,14.5096,14.6987,13.6837,13.9225,511946.73,0
2021-08-03,13.8031,15.2262,13.7533,14.9376,793740.85,0
2021-08-04,14.639,15.2063,14.5893,14.9276,518541.04,0
2021-08-05,15.0371,15.6143,14.8679,15.1665,568790.79,0
2021-08-06,15.0769,15.0769,14.6092,14.848,369038.85,0
2021-08-09,14.9575,15.684,14.6291,15.4153,498846.27,0
2021-08-10,15.256,16.9578,15.2461,16.4602,1108430.77,0
2021-08-11,16.7985,18.0923,16.2313,17.8136,1093236.36,0
2021-08-12,17.4056,17.7042,16.9578,16.9777,712161.49,0
2021-08-13,17.0274,18.1321,16.8284,17.7838,721297.23,0
2021-08-16,18.1918,18.4406,17.3359,17.7241,634909.3,0
2021-08-17,17.3658,17.4156,16.4502,16.6095,680326.41,0
2021-08-18,16.5199,17.0274,16.1716,16.4502,484787.27,0
2021-08-19,16.3408,16.6493,15.9327,16.4005,408257.38,0
2021-08-20,16.2811,17.3857,16.1815,16.8284,518690.17,0
2021-08-23,16.6294,17.3857,16.5498,17.3857,507976.72,0
2021-08-24,17.2165,17.2961,16.7786,16.918,438491.12,0
2021-08-25,16.8284,17.7241,16.5099,17.6245,502021.27,0
2021-08-26,17.5151,18.2216,16.7886,16.8085,546184.58,0
2021-08-27,16.8085,17.3658,16.5299,16.9777,360406.25,0
2021-08-30,17.2066,18.6794,17.0971,18.6794,491581.55,0
2021-08-31,18.8088,20.5504,18.0724,19.9035,1026041.06,0
2021-09-01,19.8836,20.7992,18.6794,19.187,840489.69,0
2021-09-02,19.187,21.1077,19.177,21.1077,525887.93,0
2021-09-03,22.3914,23.2075,21.3564,21.8441,1105675.74,0
2021-09-06,22.0033,22.6203,20.2817,21.1077,781589.27,0
2021-09-07,20.8987,21.6749,20.4508,21.3465,721777.26,0
2021-09-08,21.0878,22.3616,20.6797,21.3963,764984.08,0
2021-09-09,20.8987,22.1128,20.4011,21.456,606108.98,0
2021-09-10,22.5208,23.4563,20.202,20.4508,959610.68,0
2021-09-13,20.2916,20.9683,19.585,19.8935,676942.17,0
2021-09-14,19.9333,20.212,19.2367,19.3561,476376.68,0
